1333454496.691	participantNumber	1	""
962.485	mail	focus	""
964.003	mail	reply	"$71.99"
964.027	compose	focus	""
964.666	mail	loaded	"photocamera Okidan U-23 $71.99"
965.658	compose	type	""
965.962	compose	type	""
966.184	compose	type	""
966.465	compose	type	""
966.610	compose	type	""
967.569	compose	send	""
967.572	mail	focus	""
968.894	mail	loaded	"photocamera Okidan U-23 $71.99"
969.577	mail	move	"Archive"
970.220	mail	select	"laptop Rinox T-16 $60.99"
972.404	mail	loaded	"laptop Rinox T-16 $60.99"
975.376	browser	focus	""
976.267	browser	home	""
977.225	browser	linkRequest1	"Laptops.html"
977.237	browser	link1	"Laptops.html"
978.369	browser	linkRequest2	"Rinox.html"
978.385	browser	link2	"Rinox.html"
980.529	browser	linkRequest3	"Rinox-T-16.html"
980.539	browser	link3	"Rinox-T-16.html"
988.360	mail	focus	""
989.249	mail	reply	"$60.99"
989.278	compose	focus	""
990.505	compose	type	""
990.655	compose	type	""
990.847	mail	loaded	"laptop Rinox T-16 $60.99"
990.921	compose	type	""
991.424	compose	type	""
991.555	compose	type	""
992.562	compose	send	""
992.563	mail	focus	""
993.953	chat	focus	""
995.048	mail	loaded	"laptop Rinox T-16 $60.99"
1000.432	chat	type	"M"
1000.655	chat	type	"Ma"
1001.119	chat	type	"Mak"
1001.408	chat	type	"Maks"
1001.552	chat	type	"Maksi"
1002.008	chat	type	"Maksim"
1003.259	chat	msg	"Maksim"
1005.835	mail	focus	""
1008.045	mail	move	"Archive"
1008.818	mail	select	"mp3-player Inkel E-64 $61.99"
1010.763	mail	loaded	"mp3-player Inkel E-64 $61.99"
1012.546	mail	reply	"$61.99"
1012.552	compose	focus	""
1014.722	browser	focus	""
1016.197	browser	home	""
1019.632	mail	focus	""
1021.241	mail	loaded	"mp3-player Inkel E-64 $61.99"
1023.660	compose	focus	""
1025.464	browser	focus	""
1026.767	browser	linkRequest1	"Mp3-players.html"
1026.777	browser	link1	"Mp3-players.html"
1027.944	browser	linkRequest2	"Inkel.html"
1027.949	browser	link2	"Inkel.html"
1029.096	browser	linkRequest3	"Inkel-E-64.html"
1029.111	browser	link3	"Inkel-E-64.html"
1032.237	mail	focus	""
1033.698	mail	loaded	"mp3-player Inkel E-64 $61.99"
1034.253	compose	focus	""
1036.008	compose	type	""
1036.184	compose	type	""
1036.210	chat	prompt	"What is your favorite <i>brand of clothing</i>?"
1036.456	compose	type	""
1036.758	compose	type	""
1036.904	compose	type	""
1038.203	compose	send	""
1038.204	mail	focus	""
1038.995	chat	focus	""
1040.587	mail	loaded	"mp3-player Inkel E-64 $61.99"
1044.655	chat	type	"u"
1044.959	chat	type	"u2"
1045.634	chat	msg	"u2"
1047.208	mail	focus	""
1049.607	mail	loaded	"mp3-player Inkel E-64 $61.99"
1049.983	mail	move	"Archive"
1050.609	mail	select	"photocamera Okidan W-40 $63.99"
1052.814	mail	loaded	"photocamera Okidan W-40 $63.99"
1056.454	browser	focus	""
1056.612	chat	prompt	"What is your least favorite?"
1057.697	browser	home	""
1058.847	browser	linkRequest1	"Photocameras.html"
1058.860	browser	link1	"Photocameras.html"
1059.663	browser	linkRequest2	"Okidan.html"
1059.674	browser	link2	"Okidan.html"
1061.431	browser	linkRequest3	"Okidan-W-40.html"
1061.442	browser	link3	"Okidan-W-40.html"
1063.489	mail	focus	""
1064.671	mail	reply	"$63.99"
1064.680	compose	focus	""
1065.496	mail	loaded	"photocamera Okidan W-40 $63.99"
1065.799	compose	type	""
1066.071	compose	type	""
1066.278	compose	type	""
1066.543	compose	type	""
1066.687	compose	type	""
1067.639	compose	send	""
1067.640	mail	focus	""
1069.100	mail	move	"Archive"
1070.119	chat	focus	""
1076.030	chat	type	"g"
1076.190	chat	type	"gu"
1076.349	chat	type	"guc"
1076.510	chat	type	"gucc"
1076.573	chat	type	"gucci"
1076.766	chat	type	"guccii"
1077.661	chat	type	"gucci"
1080.337	chat	msg	"gucci"
1082.781	mail	focus	""
1087.425	mail	select	"laptop Zanium B-25 $62.99"
1089.126	mail	loaded	"laptop Zanium B-25 $62.99"
1093.956	mail	reply	"$62.99"
1093.972	compose	focus	""
1095.817	browser	focus	""
1098.400	mail	focus	""
1100.796	mail	loaded	"laptop Zanium B-25 $62.99"
1102.393	browser	focus	""
1104.615	browser	home	""
1105.918	browser	linkRequest1	"Laptops.html"
1105.937	browser	link1	"Laptops.html"
1107.102	browser	linkRequest2	"Zanium.html"
1107.112	browser	link2	"Zanium.html"
1109.782	browser	linkRequest3	"Zanium-B-25.html"
1109.787	browser	link3	"Zanium-B-25.html"
1111.413	mail	focus	""
1112.780	compose	focus	""
1113.787	mail	loaded	"laptop Zanium B-25 $62.99"
1114.494	compose	type	""
1114.782	compose	type	""
1114.996	compose	type	""
1115.342	compose	type	""
1115.508	compose	type	""
1116.699	compose	send	""
1116.700	mail	focus	""
1116.775	chat	prompt	"What is your favorite <i>tv show/program</i>?"
1118.053	mail	loaded	"laptop Zanium B-25 $62.99"
1118.458	mail	move	"Archive"
1119.446	chat	focus	""
1123.637	chat	type	"B"
1123.765	chat	type	"BB"
1123.925	chat	type	"BBC"
1124.517	chat	type	"BBC "
1124.949	chat	type	"BBC H"
1125.125	chat	type	"BBC Ho"
1125.293	chat	type	"BBC Hor"
1125.436	chat	type	"BBC Hori"
1125.611	chat	type	"BBC Horiz"
1125.715	chat	type	"BBC Horizo"
1125.883	chat	type	"BBC Horizon"
1126.776	chat	msg	"BBC Horizon"
1127.844	mail	focus	""
1128.703	mail	select	"mp3-player Huma O-80 $75.99"
1129.296	mail	loaded	"mp3-player Huma O-80 $75.99"
1129.436	mail	reply	"$75.99"
1129.460	compose	focus	""
1130.208	mail	loaded	"mp3-player Huma O-80 $75.99"
1130.624	mail	focus	""
1132.906	mail	loaded	"mp3-player Huma O-80 $75.99"
1140.264	browser	focus	""
1141.278	browser	home	""
1142.109	browser	linkRequest1	"Mp3-players.html"
1142.114	browser	link1	"Mp3-players.html"
1142.282	chat	prompt	"What is your favorite <i>school subject</i>?"
1143.165	browser	linkRequest2	"Huma.html"
1143.176	browser	link2	"Huma.html"
1145.357	browser	linkRequest3	"Huma-O-80.html"
1145.362	browser	link3	"Huma-O-80.html"
1147.049	mail	focus	""
1148.004	chat	focus	""
1148.529	mail	loaded	"mp3-player Huma O-80 $75.99"
1159.788	chat	type	"N"
1159.891	chat	type	"Na"
1160.316	chat	type	"Nat"
1160.482	chat	type	"Natu"
1160.610	chat	type	"Natur"
1160.756	chat	type	"Nature"
1161.552	chat	msg	"Nature"
1164.591	compose	focus	""
1165.512	browser	focus	""
1166.601	mail	focus	""
1169.088	mail	loaded	"mp3-player Huma O-80 $75.99"
1172.105	mail	move	"Archive"
1172.838	mail	select	"mp3-player Killor N-21 $87.99"
1175.373	mail	loaded	"mp3-player Killor N-21 $87.99"
1178.186	browser	focus	""
1181.166	browser	home	""
1182.396	browser	linkRequest1	"Mp3-players.html"
1182.407	browser	link1	"Mp3-players.html"
1183.940	browser	linkRequest2	"Killor.html"
1183.951	browser	link2	"Killor.html"
1185.156	browser	linkRequest3	"Killor-N-21.html"
1185.161	browser	link3	"Killor-N-21.html"
1185.360	chat	prompt	"What is your favorite <i>shop</i>?"
1187.196	mail	focus	""
1188.808	mail	reply	"$87.99"
1188.815	compose	focus	""
1189.616	mail	loaded	"mp3-player Killor N-21 $87.99"
1189.892	compose	type	""
1190.252	compose	type	""
1190.444	compose	type	""
1190.812	compose	type	""
1190.946	compose	type	""
1191.952	compose	send	""
1191.954	mail	focus	""
1192.906	chat	focus	""
1194.545	mail	loaded	"mp3-player Killor N-21 $87.99"
1198.427	chat	type	"c"
1198.675	chat	type	"c1"
1198.865	chat	type	"c10"
1199.027	chat	type	"c100"
1199.179	chat	type	"c1000"
1199.760	chat	msg	"c1000"
1201.570	mail	focus	""
1203.109	mail	loaded	"mp3-player Killor N-21 $87.99"
1203.448	mail	move	"Archive"
1204.037	mail	select	"laptop Mallsoft E-59 $50.99"
1205.841	mail	loaded	"laptop Mallsoft E-59 $50.99"
1208.978	browser	focus	""
1209.917	browser	home	""
1211.075	browser	linkRequest1	"Laptops.html"
1211.087	browser	link1	"Laptops.html"
1212.179	browser	linkRequest2	"Mallsoft.html"
1212.192	browser	link2	"Mallsoft.html"
1214.851	browser	linkRequest3	"Mallsoft-E-59.html"
1214.856	browser	link3	"Mallsoft-E-59.html"
1216.118	mail	focus	""
1217.751	mail	reply	"$50.99"
1217.756	compose	focus	""
1217.968	mail	loaded	"laptop Mallsoft E-59 $50.99"
1218.939	compose	type	""
1219.049	compose	type	""
1219.403	compose	type	""
1219.683	compose	type	""
1219.835	compose	type	""
1220.865	compose	send	""
1220.866	mail	focus	""
1222.295	mail	move	"Archive"
1222.549	chat	prompt	"What is your least favorite?"
1223.623	chat	focus	""
1233.346	chat	type	"1"
1240.634	chat	type	"a"
1240.730	chat	type	"al"
1240.946	chat	type	"alb"
1241.112	chat	type	"albe"
1241.328	chat	type	"alber"
1241.451	chat	type	"albert"
1241.881	chat	type	"alberth"
1242.089	chat	type	"alberthe"
1242.186	chat	type	"alberthei"
1242.377	chat	type	"alberthein"
1243.744	chat	msg	"alberthein"
1244.907	mail	focus	""
1249.996	mail	select	"mp3-player Inkel O-70 $97.99"
1252.275	mail	loaded	"mp3-player Inkel O-70 $97.99"
1260.582	start conditie	true_true	""
