1336651756.681	participantNumber	1	""
893.359	browser	link1	"Laptops.html"
894.946	browser	linkRequest2	"Zanium.html"
894.951	browser	link2	"Zanium.html"
896.258	browser	linkRequest3	"Zanium-R-81.html"
898.268	browser	link3	"Zanium-R-81.html"
900.139	mail	focus	""
901.539	mail	reply	"$68.99"
901.549	compose	focus	""
902.171	mail	loaded	"laptop Zanium R-81 $68.99"
902.345	compose	type	"6"
902.689	compose	type	"68"
903.089	compose	type	"68."
903.465	compose	type	"68.9"
903.609	compose	type	"68.99"
905.151	compose	send	"68.99"
905.152	mail	focus	""
907.035	mail	move	"Archive"
908.394	mail	select	"laptop Zanium P-29 $55.99"
909.944	mail	loaded	"laptop Zanium P-29 $55.99"
913.820	browser	focus	""
915.259	browser	home	""
916.619	browser	linkRequest1	"Laptops.html"
916.624	browser	link1	"Laptops.html"
917.365	browser	linkRequest2	"Zanium.html"
917.377	browser	link2	"Zanium.html"
918.776	browser	linkRequest3	"Zanium-P-29.html"
920.787	browser	link3	"Zanium-P-29.html"
922.250	mail	focus	""
923.736	mail	reply	"$55.99"
923.741	compose	focus	""
924.613	mail	loaded	"laptop Zanium P-29 $55.99"
924.614	compose	type	"5"
924.712	compose	type	"55"
925.592	compose	type	"55."
926.088	compose	type	"55.9"
926.224	compose	type	"55.99"
927.298	compose	send	"55.99"
927.299	mail	focus	""
928.715	mail	loaded	"laptop Zanium P-29 $55.99"
928.824	mail	move	"Archive"
930.611	mail	select	"laptop Zanium T-49 $90.99"
930.799	chat	prompt	"What is your favorite <i>website</i>?"
931.963	mail	loaded	"laptop Zanium T-49 $90.99"
932.647	chat	focus	""
949.599	chat	type	"g"
949.743	chat	type	"go"
949.871	chat	type	"goo"
949.967	chat	type	"goog"
950.111	chat	type	"googl"
950.135	chat	type	"google"
950.879	chat	type	"googlem"
950.992	chat	type	"googlema"
951.063	chat	type	"googlemai"
951.214	chat	type	"googlemail"
952.034	chat	msg	"googlemail"
957.473	mail	focus	""
960.056	mail	loaded	"laptop Zanium T-49 $90.99"
963.398	browser	focus	""
964.412	browser	home	""
965.530	browser	linkRequest1	"Laptops.html"
965.535	browser	link1	"Laptops.html"
966.840	browser	linkRequest2	"Zanium.html"
966.852	browser	link2	"Zanium.html"
967.063	chat	prompt	"What is your favorite <i>actress</i>?"
969.022	browser	linkRequest3	"Zanium-T-49.html"
972.376	chat	focus	""
972.402	browser	link3	"Zanium-T-49.html"
976.198	chat	type	"e"
976.358	chat	type	"em"
976.486	chat	type	"emi"
976.646	chat	type	"emil"
977.374	chat	type	"emily"
977.558	chat	type	"emily "
977.782	chat	type	"emily b"
977.949	chat	type	"emily br"
978.198	chat	type	"emily bro"
978.302	chat	type	"emily brow"
978.471	chat	type	"emily brown"
978.622	chat	type	"emily browni"
978.670	chat	type	"emily brownin"
978.797	chat	type	"emily browning"
979.778	chat	msg	"emily browning"
981.426	browser	focus	""
983.511	mail	focus	""
984.625	mail	reply	"$90.99"
984.636	compose	focus	""
985.179	mail	loaded	"laptop Zanium T-49 $90.99"
985.695	compose	type	"9"
985.919	compose	type	"90"
986.271	compose	type	"90."
986.599	compose	type	"90.9"
986.727	compose	type	"90.99"
988.161	compose	send	"90.99"
988.162	mail	focus	""
989.916	mail	loaded	"laptop Zanium T-49 $90.99"
990.366	mail	move	"Archive"
992.460	mail	select	"mp3-player Huma I-86 $78.99"
994.613	mail	loaded	"mp3-player Huma I-86 $78.99"
998.379	browser	focus	""
999.557	browser	home	""
1001.073	browser	linkRequest1	"Mp3-players.html"
1001.078	browser	link1	"Mp3-players.html"
1002.193	browser	linkRequest2	"Huma.html"
1002.198	browser	link2	"Huma.html"
1003.519	browser	linkRequest3	"Huma-I-86.html"
1005.528	browser	link3	"Huma-I-86.html"
1007.910	mail	focus	""
1009.564	mail	reply	"$78.99"
1009.569	compose	focus	""
1010.153	compose	type	"7"
1010.230	compose	type	"78"
1010.370	mail	loaded	"mp3-player Huma I-86 $78.99"
1010.702	compose	type	"78."
1011.070	compose	type	"78.9"
1011.213	compose	type	"78.99"
1012.327	compose	send	"78.99"
1012.328	mail	focus	""
1013.835	mail	loaded	"mp3-player Huma I-86 $78.99"
1014.111	mail	move	"Archive"
1014.374	chat	prompt	"What is your least favorite?"
1016.082	chat	focus	""
1041.845	chat	type	"d"
1041.973	chat	type	"do"
1042.197	chat	type	"don"
1042.333	chat	type	"dont"
1042.443	chat	type	"dont "
1042.869	chat	type	"dont k"
1043.037	chat	type	"dont kn"
1043.156	chat	type	"dont kno"
1043.277	chat	type	"dont know"
1043.645	chat	msg	"dont know"
1045.397	mail	focus	""
1046.261	mail	select	"photocamera Okidan U-23 $71.99"
1047.598	mail	loaded	"photocamera Okidan U-23 $71.99"
1048.777	mail	loaded	"photocamera Okidan U-23 $71.99"
1092.738	start conditie	true_true	""
1100.686	browser	focus	""
1101.870	browser	home	""
1103.141	browser	linkRequest1	"Photocameras.html"
1106.408	browser	link1	"Photocameras.html"
1107.781	browser	linkRequest2	"Okidan.html"
1109.805	browser	link2	"Okidan.html"
1111.947	browser	linkRequest3	"Okidan-U-23.html"
1114.483	browser	link3	"Okidan-U-23.html"
1115.887	mail	focus	""
1117.116	mail	reply	"$71.99"
1117.139	compose	focus	""
1118.009	mail	loaded	"photocamera Okidan U-23 $71.99"
1118.308	compose	type	"7"
1118.441	chat	prompt	"What is your favorite <i>teacher</i>?"
1118.772	compose	type	"71"
1119.492	compose	type	"71."
1119.908	compose	type	"71.9"
1120.044	compose	type	"71.99"
1121.377	compose	send	"71.99"
1121.379	mail	focus	""
1123.037	mail	move	"Archive"
1124.360	chat	focus	""
1134.027	chat	type	"m"
1134.091	chat	type	"mi"
1134.218	chat	type	"mis"
1134.371	chat	type	"miss"
1134.594	chat	type	"miss "
1134.930	chat	type	"miss h"
1135.274	chat	type	"miss ho"
1135.474	chat	type	"miss hol"
1135.585	chat	type	"miss holl"
1135.666	chat	type	"miss holle"
1136.162	chat	type	"miss holler"
1136.530	chat	type	"miss holleri"
1136.698	chat	type	"miss hollerit"
1136.842	chat	type	"miss hollerith"
1137.974	chat	msg	"miss hollerith"
1140.279	mail	focus	""
1143.802	mail	select	"photocamera Beta D-65 $84.99"
1145.489	mail	loaded	"photocamera Beta D-65 $84.99"
1148.977	browser	focus	""
1150.051	browser	home	""
1151.428	browser	linkRequest1	"Photocameras.html"
1154.731	browser	link1	"Photocameras.html"
1156.370	browser	linkRequest2	"Beta.html"
1158.651	browser	link2	"Beta.html"
1161.496	mail	focus	""
1163.759	mail	loaded	"photocamera Beta D-65 $84.99"
1166.012	browser	focus	""
1169.795	browser	linkRequest3	"Beta-D-65.html"
1172.242	browser	link3	"Beta-D-65.html"
1173.608	mail	focus	""
1175.175	mail	reply	"$84.99"
1175.186	compose	focus	""
1175.226	mail	loaded	"photocamera Beta D-65 $84.99"
1175.739	compose	type	"8"
1176.034	compose	type	"84"
1176.553	compose	type	"84."
1176.962	compose	type	"84.9"
1177.098	compose	type	"84.99"
1178.241	compose	send	"84.99"
1178.242	mail	focus	""
1180.257	mail	move	"Archive"
1180.521	chat	prompt	"What is your favorite <i>tv show/program</i>?"
1182.675	chat	focus	""
1187.961	chat	type	"h"
1188.072	chat	type	"ha"
1188.457	chat	type	"har"
1188.817	chat	type	"hart"
1189.241	chat	type	"hart "
1189.352	chat	type	"hart a"
1189.473	chat	type	"hart ab"
1189.576	chat	type	"hart abe"
1189.601	chat	type	"hart aber"
1189.761	chat	type	"hart aber "
1189.841	chat	type	"hart aber f"
1189.977	chat	type	"hart aber fa"
1190.073	chat	type	"hart aber fai"
1190.192	chat	type	"hart aber fair"
1191.677	chat	msg	"hart aber fair"
1193.175	mail	focus	""
1194.483	mail	select	"photocamera Okidan N-98 $63.99"
1194.837	mail	loaded	"photocamera Okidan N-98 $63.99"
1195.988	mail	loaded	"photocamera Okidan N-98 $63.99"
1197.382	browser	focus	""
1197.575	chat	prompt	"What is your least favorite?"
1199.129	chat	focus	""
1202.849	chat	type	"t"
1203.088	chat	type	"tv"
1203.753	chat	type	"tv "
1204.305	chat	type	"tv t"
1204.457	chat	type	"tv to"
1204.544	chat	type	"tv toa"
1204.809	chat	type	"tv toat"
1205.208	chat	type	"tv toa"
1205.360	chat	type	"tv to"
1205.553	chat	type	"tv tot"
1205.767	chat	type	"tv tota"
1205.993	chat	type	"tv total"
1208.213	chat	msg	"tv total"
1210.484	mail	focus	""
1212.405	mail	loaded	"photocamera Okidan N-98 $63.99"
1214.549	browser	focus	""
1215.794	browser	home	""
1217.146	browser	linkRequest1	"Photocameras.html"
1220.227	browser	link1	"Photocameras.html"
1221.444	browser	linkRequest2	"Okidan.html"
1225.232	mail	focus	""
1225.250	browser	link2	"Okidan.html"
1226.712	mail	loaded	"photocamera Okidan N-98 $63.99"
1228.159	browser	focus	""
1230.106	browser	linkRequest3	"Okidan-N-98.html"
1233.029	browser	link3	"Okidan-N-98.html"
1235.123	mail	focus	""
1236.507	mail	reply	"$63.99"
1236.518	compose	focus	""
1236.692	mail	loaded	"photocamera Okidan N-98 $63.99"
1237.050	compose	type	"6"
1237.288	compose	type	"63"
1237.649	compose	type	"63."
1237.953	compose	type	"63.9"
1238.137	compose	type	"63.99"
1239.081	compose	send	"63.99"
1239.082	mail	focus	""
1240.787	mail	move	"Archive"
1243.005	mail	select	"laptop Zanium J-34 $57.99"
1244.420	mail	loaded	"laptop Zanium J-34 $57.99"
1248.690	browser	focus	""
1249.823	browser	home	""
1250.935	browser	linkRequest1	"Laptops.html"
1252.942	browser	link1	"Laptops.html"
1253.931	browser	linkRequest2	"Zanium.html"
1256.328	browser	link2	"Zanium.html"
1257.421	browser	linkRequest3	"Zanium-J-34.html"
1259.604	browser	link3	"Zanium-J-34.html"
1261.161	mail	focus	""
1262.295	mail	reply	"$57.99"
1262.300	compose	focus	""
1263.110	mail	loaded	"laptop Zanium J-34 $57.99"
1263.648	compose	type	"5"
1264.056	compose	type	"57"
1264.559	compose	type	"57."
1264.927	compose	type	"57.9"
1265.080	compose	type	"57.99"
1266.357	compose	send	"57.99"
1266.358	mail	focus	""
1268.229	mail	loaded	"laptop Zanium J-34 $57.99"
1268.252	mail	move	"Archive"
1269.257	mail	select	"mp3-player Killor O-73 $87.99"
1269.362	chat	prompt	"What is your favorite <i>radio broadcasting</i>?"
1270.963	mail	loaded	"mp3-player Killor O-73 $87.99"
1271.233	chat	focus	""
1276.551	chat	type	"m"
1276.615	chat	type	"mo"
1277.126	chat	type	"mos"
1277.351	chat	type	"mosc"
1277.519	chat	type	"mosco"
1277.695	chat	type	"moscow"
1278.759	chat	type	"moscowr"
1278.926	chat	type	"moscowra"
1279.030	chat	type	"moscowrad"
1279.199	chat	type	"moscowradi"
1279.343	chat	type	"moscowradio"
1281.035	chat	msg	"moscowradio"
1282.355	mail	focus	""
1284.638	mail	loaded	"mp3-player Killor O-73 $87.99"
1288.462	browser	focus	""
1289.686	browser	home	""
1290.814	browser	linkRequest1	"Mp3-players.html"
1294.191	browser	link1	"Mp3-players.html"
1295.370	browser	linkRequest2	"Killor.html"
1297.653	browser	link2	"Killor.html"
1299.588	browser	linkRequest3	"Killor-O-73.html"
1300.724	browser	link3	"Killor-O-73.html"
1304.293	mail	focus	""
1305.567	mail	reply	"$87.99"
1305.575	compose	focus	""
1306.291	mail	loaded	"mp3-player Killor O-73 $87.99"
1330.579	mail	focus	""
1332.416	mail	loaded	"mp3-player Killor O-73 $87.99"
1337.250	compose	focus	""
1340.218	browser	focus	""
1341.745	compose	focus	""
1345.086	compose	type	""
1345.140	compose	type	""
1345.606	compose	type	""
1345.934	compose	type	""
1346.598	compose	type	""
1346.974	compose	type	""
1347.084	compose	type	""
1348.493	compose	send	""
1348.493	browser	focus	""
1348.685	chat	prompt	"What is your least favorite?"
1350.770	mail	focus	""
1352.573	mail	move	"Archive"
1353.886	chat	focus	""
1361.677	chat	type	"n"
1361.877	chat	type	"no"
1362.061	chat	type	"no "
1362.181	chat	type	"no i"
1362.261	chat	type	"no id"
1362.389	chat	type	"no ide"
1362.669	chat	type	"no idea"
1363.321	chat	msg	"no idea"
1364.748	mail	focus	""
1366.795	mail	select	"mp3-player Inkel E-64 $61.99"
1367.273	mail	loaded	"mp3-player Inkel E-64 $61.99"
1368.335	mail	loaded	"mp3-player Inkel E-64 $61.99"
1372.072	browser	focus	""
1373.440	browser	home	""
1374.448	browser	linkRequest1	"Mp3-players.html"
1376.945	browser	link1	"Mp3-players.html"
1378.402	browser	linkRequest2	"Inkel.html"
1382.139	browser	link2	"Inkel.html"
1382.308	chat	prompt	"What is your favorite <i>shop</i>?"
1383.392	browser	linkRequest3	"Inkel-E-64.html"
1386.930	chat	focus	""
1386.959	browser	link3	"Inkel-E-64.html"
1393.356	chat	type	"m"
1393.468	chat	type	"me"
1393.627	chat	type	"met"
1393.820	chat	type	"meta"
1394.348	chat	type	"metam"
1394.508	chat	type	"metamo"
1394.724	chat	type	"metamor"
1394.932	chat	type	"metamorr"
1395.820	chat	type	"metamor"
1396.396	chat	type	"metamorp"
1396.676	chat	type	"metamorph"
1396.883	chat	type	"metamorpho"
1397.004	chat	type	"metamorphos"
1397.157	chat	type	"metamorphose"
1399.313	chat	msg	"metamorphose"
1400.783	browser	focus	""
1402.319	mail	focus	""
1403.487	mail	reply	"$61.99"
1403.509	compose	focus	""
1404.199	mail	loaded	"mp3-player Inkel E-64 $61.99"
1404.309	compose	type	"6"
1404.492	compose	type	"61"
1404.908	compose	type	"61."
1405.277	compose	type	"61.9"
1405.413	compose	type	"61.99"
1406.334	compose	send	"61.99"
1406.335	mail	focus	""
1408.292	mail	move	"Archive"
1411.077	mail	select	"mp3-player Killor X-50 $93.99"
1413.128	mail	loaded	"mp3-player Killor X-50 $93.99"
1418.834	browser	focus	""
1419.899	browser	home	""
1421.247	browser	linkRequest1	"Laptops.html"
1425.109	browser	link1	"Laptops.html"
1425.257	chat	prompt	"What is your favorite <i>meal</i>?"
1429.269	browser	home	""
1430.379	browser	linkRequest1	"Mp3-players.html"
1434.024	browser	link1	"Mp3-players.html"
1435.593	browser	linkRequest2	"Killor.html"
1438.609	browser	link2	"Killor.html"
1440.163	browser	linkRequest3	"Killor-X-50.html"
1443.123	chat	focus	""
1443.153	browser	link3	"Killor-X-50.html"
1451.515	chat	type	"k"
1451.643	chat	type	"ka"
1451.883	chat	type	"kar"
1452.066	chat	type	"kart"
1452.266	chat	type	"karto"
1452.481	chat	type	"kartof"
1452.627	chat	type	"kartoff"
1452.723	chat	type	"kartoffe"
1452.827	chat	type	"kartoffel"
1453.915	chat	type	"kartoffel-"
1455.011	chat	type	"kartoffel-b"
1455.266	chat	type	"kartoffel-bl"
1455.481	chat	type	"kartoffel-blu"
1455.650	chat	type	"kartoffel-blum"
1455.723	chat	type	"kartoffel-blume"
1455.842	chat	type	"kartoffel-blumen"
1456.586	chat	type	"kartoffel-blumenk"
1456.810	chat	type	"kartoffel-blumenko"
1457.099	chat	type	"kartoffel-blumenkoh"
1457.322	chat	type	"kartoffel-blumenkohl"
1457.930	chat	type	"kartoffel-blumenkohl-"
1458.145	chat	type	"kartoffel-blumenkohl-a"
1458.282	chat	type	"kartoffel-blumenkohl-au"
1458.449	chat	type	"kartoffel-blumenkohl-auf"
1458.562	chat	type	"kartoffel-blumenkohl-aufl"
1458.658	chat	type	"kartoffel-blumenkohl-aufla"
1458.786	chat	type	"kartoffel-blumenkohl-auflau"
1458.955	chat	type	"kartoffel-blumenkohl-auflauf"
1460.040	chat	msg	"kartoffel-blumenkohl-auflauf"
1462.293	browser	focus	""
1464.013	mail	focus	""
1465.150	mail	reply	"$93.99"
1465.154	compose	focus	""
1466.275	compose	type	"9"
1466.492	mail	loaded	"mp3-player Killor X-50 $93.99"
1466.603	compose	type	"93"
1466.907	compose	type	"93."
1467.227	compose	type	"93.9"
1467.363	compose	type	"93.99"
1468.648	compose	send	"93.99"
1468.649	mail	focus	""
1470.692	mail	move	"Archive"
1473.020	mail	select	"mp3-player Killor M-75 $85.99"
1475.631	mail	loaded	"mp3-player Killor M-75 $85.99"
1479.334	browser	focus	""
1480.439	browser	home	""
1481.482	browser	linkRequest1	"Mp3-players.html"
1485.468	browser	link1	"Mp3-players.html"
1486.907	browser	linkRequest2	"Killor.html"
1489.304	browser	link2	"Killor.html"
1491.399	browser	linkRequest3	"Killor-M-75.html"
1492.848	browser	link3	"Killor-M-75.html"
1493.044	chat	prompt	"What is your favorite <i>game</i>?"
1494.465	mail	focus	""
1495.747	mail	reply	"$85.99"
1495.770	compose	focus	""
1496.817	mail	loaded	"mp3-player Killor M-75 $85.99"
1497.250	compose	type	"8"
1497.658	compose	type	"85"
1498.146	compose	type	"85."
1498.514	compose	type	"85.9"
1498.634	compose	type	"85.99"
1499.750	compose	send	"85.99"
1499.752	mail	focus	""
1501.405	mail	move	"Archive"
1502.726	chat	focus	""
1506.033	chat	type	"s"
1506.313	chat	type	"sh"
1506.528	chat	type	"shi"
1506.657	chat	type	"shit"
1506.945	chat	type	"shith"
1507.305	chat	type	"shithe"
1507.521	chat	type	"shithea"
1507.617	chat	type	"shithead"
1509.006	chat	msg	"shithead"
1510.623	mail	focus	""
1512.805	mail	select	"laptop Mallsoft Y-78 $89.99"
1513.170	mail	loaded	"laptop Mallsoft Y-78 $89.99"
1514.601	mail	loaded	"laptop Mallsoft Y-78 $89.99"
1516.069	browser	focus	""
1517.254	browser	home	""
1518.397	browser	linkRequest1	"Laptops.html"
1520.748	browser	link1	"Laptops.html"
1520.854	chat	prompt	"What is your favorite <i>activity</i>?"
1521.637	browser	linkRequest2	"Mallsoft.html"
1524.552	browser	link2	"Mallsoft.html"
1527.560	mail	focus	""
1528.926	mail	loaded	"laptop Mallsoft Y-78 $89.99"
1531.115	browser	focus	""
1532.684	browser	linkRequest3	"Mallsoft-Y-78.html"
1535.748	chat	focus	""
1535.778	browser	link3	"Mallsoft-Y-78.html"
1540.097	chat	type	"m"
1540.240	chat	type	"me"
1540.392	chat	type	"mee"
1540.520	chat	type	"meet"
1540.640	chat	type	"meeti"
1540.712	chat	type	"meetin"
1540.767	chat	type	"meeting"
1540.904	chat	type	"meeting "
1541.192	chat	type	"meeting f"
1541.360	chat	type	"meeting fr"
1541.480	chat	type	"meeting fri"
1541.592	chat	type	"meeting frie"
1541.751	chat	type	"meeting frien"
1541.832	chat	type	"meeting friend"
1541.967	chat	type	"meeting friends"
1542.686	chat	msg	"meeting friends"
1543.959	browser	focus	""
1545.410	mail	focus	""
1546.756	mail	loaded	"laptop Mallsoft Y-78 $89.99"
1546.842	mail	reply	"$89.99"
1546.863	compose	focus	""
1548.097	compose	type	"8"
1548.145	compose	type	"89"
1548.545	compose	type	"89."
1548.857	compose	type	"89.9"
1548.985	compose	type	"89.99"
1550.523	compose	send	"89.99"
1550.524	mail	focus	""
1552.206	mail	move	"Archive"
1557.020	mail	select	"mp3-player Huma Y-21 $99.99"
1559.196	mail	loaded	"mp3-player Huma Y-21 $99.99"
1562.277	browser	focus	""
1563.459	browser	home	""
1564.984	browser	linkRequest1	"Mp3-players.html"
1568.842	mail	focus	""
1568.846	browser	link1	"Mp3-players.html"
1570.872	mail	loaded	"mp3-player Huma Y-21 $99.99"
1572.533	browser	focus	""
1573.927	browser	linkRequest2	"Huma.html"
1576.521	browser	link2	"Huma.html"
1578.583	browser	linkRequest3	"Huma-Y-21.html"
1580.109	browser	link3	"Huma-Y-21.html"
1580.257	chat	prompt	"What is your favorite <i>dessert</i>?"
1582.980	chat	focus	""
1587.983	chat	type	"m"
1588.167	chat	type	"mo"
1588.303	chat	type	"mou"
1588.535	chat	type	"mous"
1588.719	chat	type	"mouse"
1589.047	chat	type	"mous"
1589.303	chat	type	"mouss"
1589.599	chat	type	"mousse"
1590.735	chat	type	"mousse "
1591.071	chat	type	"mousse a"
1591.207	chat	type	"mousse au"
1591.375	chat	type	"mousse au "
1591.567	chat	type	"mousse au c"
1591.759	chat	type	"mousse au ch"
1592.079	chat	type	"mousse au cho"
1592.503	chat	type	"mousse au choc"
1592.663	chat	type	"mousse au choco"
1592.830	chat	type	"mousse au chocol"
1592.950	chat	type	"mousse au chocola"
1593.119	chat	type	"mousse au chocolat"
1595.013	chat	msg	"mousse au chocolat"
1596.703	browser	focus	""
1598.038	mail	focus	""
1599.495	mail	loaded	"mp3-player Huma Y-21 $99.99"
1599.535	mail	reply	"$99.99"
1599.560	compose	focus	""
1600.522	compose	type	"9"
1600.630	compose	type	"99"
1600.920	compose	type	"99."
1601.192	compose	type	"99.9"
1601.295	compose	type	"99.99"
1602.278	compose	send	"99.99"
1602.279	mail	focus	""
1603.927	mail	move	"Archive"
1605.082	mail	select	"photocamera Woksan V-68 $65.99"
1606.968	mail	loaded	"photocamera Woksan V-68 $65.99"
1611.820	browser	focus	""
1613.012	browser	home	""
1614.228	browser	linkRequest1	"Photocameras.html"
1618.270	browser	link1	"Photocameras.html"
1619.438	browser	linkRequest2	"Woksan.html"
1622.994	browser	link2	"Woksan.html"
1624.770	browser	linkRequest3	"Woksan-V-68.html"
1626.781	browser	link3	"Woksan-V-68.html"
1628.089	mail	focus	""
1629.164	mail	reply	"$65.99"
1629.173	compose	focus	""
1630.057	mail	loaded	"photocamera Woksan V-68 $65.99"
1630.694	compose	type	"6"
1630.767	compose	type	"65"
1631.415	compose	type	"65."
1631.711	compose	type	"65.9"
1631.837	compose	type	"65.99"
1634.021	compose	send	"65.99"
1634.022	mail	focus	""
1636.510	mail	loaded	"photocamera Woksan V-68 $65.99"
1639.605	mail	move	"Archive"
1639.858	chat	prompt	"What is your favorite <i>board game</i>?"
1642.718	chat	focus	""
1656.261	chat	type	"m"
1656.382	chat	type	"mo"
1656.533	chat	type	"mon"
1656.685	chat	type	"mono"
1657.070	chat	type	"monop"
1657.230	chat	type	"monopo"
1657.374	chat	type	"monopol"
1658.102	chat	type	"monopoly"
1660.452	chat	msg	"monopoly"
1662.438	mail	focus	""
1663.317	mail	select	"mp3-player Inkel D-86 $59.99"
1664.522	mail	loaded	"mp3-player Inkel D-86 $59.99"
1664.843	mail	loaded	"mp3-player Inkel D-86 $59.99"
1669.550	browser	focus	""
1670.779	browser	home	""
1671.561	browser	linkRequest1	"Photocameras.html"
1674.150	browser	link1	"Photocameras.html"
1676.302	browser	home	""
1677.519	browser	linkRequest1	"Mp3-players.html"
1681.127	browser	link1	"Mp3-players.html"
1682.573	browser	linkRequest2	"Inkel.html"
1684.576	browser	link2	"Inkel.html"
1690.161	mail	focus	""
1691.588	mail	loaded	"mp3-player Inkel D-86 $59.99"
1693.575	browser	focus	""
1695.008	browser	linkRequest3	"Inkel-D-86.html"
1696.213	browser	link3	"Inkel-D-86.html"
1697.899	mail	focus	""
1698.959	mail	reply	"$59.99"
1698.965	compose	focus	""
1700.149	compose	type	"5"
1700.297	mail	loaded	"mp3-player Inkel D-86 $59.99"
1700.685	compose	type	"59"
1701.053	compose	type	"59."
1701.365	compose	type	"59.9"
1701.501	compose	type	"59.99"
1702.540	compose	send	"59.99"
1702.541	mail	focus	""
1702.740	chat	prompt	"What is your least favorite?"
1704.222	mail	move	"Archive"
1705.611	chat	focus	""
1716.548	chat	type	"t"
1716.636	chat	type	"tr"
1716.812	chat	type	"tre"
1716.987	chat	type	"trep"
1717.108	chat	type	"trepp"
1717.195	chat	type	"treppe"
1717.564	chat	type	"trepp"
1717.722	chat	type	"trep"
1717.876	chat	type	"tre"
1718.020	chat	type	"tr"
1718.172	chat	type	"t"
1722.852	chat	type	"h"
1723.036	chat	type	"ho"
1723.172	chat	type	"hot"
1723.404	chat	type	"hote"
1723.492	chat	type	"hotel"
1725.090	chat	msg	"hotel"
1726.994	mail	focus	""
1728.177	mail	select	"laptop Mallsoft I-80 $77.99"
1729.456	mail	loaded	"laptop Mallsoft I-80 $77.99"
1729.663	mail	loaded	"laptop Mallsoft I-80 $77.99"
1734.268	browser	focus	""
1734.415	chat	prompt	"What is your favorite <i>song</i>?"
1736.869	browser	home	""
1738.094	chat	focus	""
1743.956	chat	type	"c"
1744.099	chat	type	"co"
1744.819	chat	type	"con"
1745.667	chat	type	"cont"
1745.931	chat	type	"con"
1746.083	chat	type	"co"
1746.235	chat	type	"c"
1747.547	chat	type	"c"
1747.691	chat	type	"ch"
1747.771	chat	type	"che"
1747.898	chat	type	"chem"
1748.051	chat	type	"chemi"
1748.675	chat	type	"chemic"
1748.827	chat	type	"chemica"
1748.923	chat	type	"chemical"
1749.090	chat	type	"chemical "
1749.243	chat	type	"chemical b"
1749.379	chat	type	"chemical br"
1749.475	chat	type	"chemical bro"
1749.595	chat	type	"chemical brot"
1750.315	chat	type	"chemical bro"
1750.971	chat	type	"chemical brot"
1751.067	chat	type	"chemical broth"
1751.171	chat	type	"chemical brothe"
1751.219	chat	type	"chemical brother"
1751.411	chat	type	"chemical brothers"
1751.594	chat	type	"chemical brothers "
1752.507	chat	type	"chemical brothers  "
1752.715	chat	type	"chemical brothers  -"
1752.788	chat	type	"chemical brothers  - "
1753.771	chat	type	"chemical brothers  - c"
1753.947	chat	type	"chemical brothers  - co"
1754.163	chat	type	"chemical brothers  - con"
1754.363	chat	type	"chemical brothers  - conr"
1754.690	chat	type	"chemical brothers  - con"
1754.811	chat	type	"chemical brothers  - cont"
1755.075	chat	type	"chemical brothers  - conta"
1755.475	chat	type	"chemical brothers  - contai"
1755.523	chat	type	"chemical brothers  - contain"
1755.603	chat	type	"chemical brothers  - containe"
1755.667	chat	type	"chemical brothers  - container"
1756.003	chat	type	"chemical brothers  - container "
1756.427	chat	type	"chemical brothers  - container p"
1756.523	chat	type	"chemical brothers  - container pa"
1756.683	chat	type	"chemical brothers  - container par"
1756.850	chat	type	"chemical brothers  - container park"
1757.761	chat	msg	"chemical brothers  - container park"
1759.257	browser	focus	""
1760.708	mail	focus	""
1763.092	mail	loaded	"laptop Mallsoft I-80 $77.99"
1765.073	browser	focus	""
1767.106	browser	linkRequest1	"Laptops.html"
1769.952	browser	link1	"Laptops.html"
1771.862	browser	linkRequest2	"Mallsoft.html"
1773.863	browser	link2	"Mallsoft.html"
1775.168	browser	linkRequest3	"Mallsoft-I-80.html"
1777.596	browser	link3	"Mallsoft-I-80.html"
1779.632	mail	focus	""
1780.581	mail	reply	"$77.99"
1780.603	compose	focus	""
1781.619	compose	type	"7"
1781.755	compose	type	"77"
1782.203	compose	type	"77."
1782.298	mail	loaded	"laptop Mallsoft I-80 $77.99"
1782.539	compose	type	"77.9"
1782.659	compose	type	"77.99"
1783.815	compose	send	"77.99"
1783.816	mail	focus	""
1785.669	mail	loaded	"laptop Mallsoft I-80 $77.99"
1785.996	mail	move	"Archive"
1787.548	mail	select	"laptop Rinox F-71 $82.99"
1789.181	mail	loaded	"laptop Rinox F-71 $82.99"
1793.916	browser	focus	""
1795.268	browser	home	""
1796.164	browser	linkRequest1	"Laptops.html"
1799.235	browser	link1	"Laptops.html"
1800.730	browser	linkRequest2	"Rinox.html"
1803.374	browser	link2	"Rinox.html"
1805.663	browser	linkRequest3	"Rinox-F-71.html"
1806.683	browser	link3	"Rinox-F-71.html"
1807.966	mail	focus	""
1809.551	mail	reply	"$82.99"
1809.556	compose	focus	""
1810.053	compose	type	"8"
1810.150	chat	prompt	"What is your least favorite?"
1810.459	compose	type	"82"
1810.474	mail	loaded	"laptop Rinox F-71 $82.99"
1811.034	compose	type	"82."
1811.443	compose	type	"82.9"
1811.586	compose	type	"82.99"
1813.197	compose	send	"82.99"
1813.199	mail	focus	""
1814.652	chat	focus	""
1815.620	mail	loaded	"laptop Rinox F-71 $82.99"
1831.289	chat	type	"s"
1831.425	chat	type	"so"
1831.512	chat	type	"som"
1831.520	chat	type	"some"
1831.761	chat	type	"somet"
1831.809	chat	type	"someth"
